City,Year,Shell,Volume,Mileage,Transmission,Rudder,Gear,CustomsCleared,Type Engine,Company,Model,Price
Алматы,2018,седан,1.6,33000,вариатор,слева,передний привод,Да,бензин,Toyota,Corolla,8000000
Нур-Султан (Астана),2014,хэтчбек,1.4,73000,автомат,слева,передний привод,Да,бензин,Kia,Rio,4300000
Петропавловск,2007,универсал,2.4,135000,автомат,слева,полный привод,Да,газ-бензин,Honda,CR-V,7100000
Актобе,1994,седан,2.0,150000,механика,слева,передний привод,Да,газ-бензин,Nissan,Primera,850000
Алматы,1997,седан,2.5,66666,автомат,справа,передний привод,Да,бензин,Nissan,Cefiro,1000000
Нур-Султан (Астана),2014,седан,1.4,147000,автомат,слева,передний привод,Да,бензин,Hyundai,Accent,4000000
Уральск,2012,седан,2.0,143000,автомат,слева,передний привод,Нет,бензин,Kia,Optima,3800000
Талгар,1992,седан,2.0,357000,механика,слева,полный привод,Да,бензин,Subaru,Legacy,1000000
Алматы,2006,внедорожник,3.7,195000,автомат,слева,полный привод,Да,бензин,Jeep,Liberty,4700000
Нур-Султан (Астана),2008,кроссовер,2.4,151000,автомат,слева,полный привод,Да,бензин,Suzuki,Grand Vitara,3700000
Шымкент,2002,седан,3.2,198700,типтроник,слева,задний привод,Да,бензин,Mercedes-Benz,E 320,4000000
Актобе,1993,седан,3.0,300000,автомат,слева,задний привод,Да,газ-бензин,Mercedes-Benz,E 300,1200000
Нур-Султан (Астана),2010,кроссовер,2.0,130,автомат,слева,полный привод,Да,дизель,Hyundai,Tucson,5200000
Алматы,1999,универсал,1.3,245000,автомат,справа,передний привод,Да,бензин,Mazda,323,1930000
Костанай,2005,седан,1.5,199300,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2115 (седан),760000
Форт-Шевченко,2014,седан,1.6,119000,механика,слева,передний привод,Да,газ-бензин,Renault,Logan,2450000
Нур-Султан (Астана),1999,седан,3.0,330000,механика,слева,передний привод,Да,бензин,Nissan,Maxima,2300000
Нур-Султан (Астана),2019,кроссовер,2.4,21000,автомат,слева,полный привод,Да,бензин,Kia,Sorento,14800000
Костанай,2019,микровэн,1.6,12392,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),Largus,4500000
Алматы,2012,кроссовер,1.6,100000,вариатор,слева,передний привод,Да,бензин,Nissan,Juke,3900000
Алматы,1994,универсал,2.0,25000,автомат,справа,полный привод,Да,бензин,Toyota,Caldina,1250000
Алматы,2015,хэтчбек,2.0,69000,автомат,слева,полный привод,Да,бензин,Volkswagen,Golf,12000000
Нур-Султан (Астана),2004,микровэн,2.0,220,автомат,слева,передний привод,Да,бензин,Renault,Scenic,1700000
Караганда,2016,внедорожник,2.0,29000,автомат,слева,полный привод,Да,дизель,SsangYong,Nomad,6200000
Актобе,2008,седан,1.6,166000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2170 (седан),930000
Уральск,2014,хэтчбек,1.6,66754,типтроник,слева,передний привод,Да,бензин,Hyundai,i30,5000000
Рудный,2002,седан,2.0,200000,автомат,слева,передний привод,Нет,бензин,Volkswagen,Jetta,1600000
Нур-Султан (Астана),2013,внедорожник,1.7,70000,механика,слева,полный привод,Да,бензин,Chevrolet,Niva,2750000
Нур-Султан (Астана),1996,седан,1.6,222222,механика,слева,передний привод,Да,бензин,Opel,Vectra,1400000
Атырау,2008,седан,1.6,210000,механика,слева,передний привод,Да,бензин,Ford,Focus,2300000
Нур-Султан (Астана),1992,хэтчбек,1.8,290000,автомат,слева,передний привод,Да,бензин,Volkswagen,Golf,1350000
Атырау,2008,хэтчбек,1.5,178563,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),790000
Алматы,2008,внедорожник,4.7,151084,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser,13300000
Алматы,2008,внедорожник,2.7,127000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,9400000
Алматы,2011,седан,3.0,177000,типтроник,слева,задний привод,Да,бензин,BMW,535,9500000
Алматы,2006,седан,3.0,152000,автомат,слева,полный привод,Да,бензин,Subaru,Legacy,4528000
Алматы,2009,седан,2.4,130335,автомат,слева,передний привод,Да,бензин,Toyota,Camry,6500000
Костанай,2019,внедорожник,4.0,15000,типтроник,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,26500000
Караганда,2015,кроссовер,2.0,40000,автомат,слева,полный привод,Да,бензин,Lexus,NX 200t,14800000
Туркестан,2012,седан,1.0,128627,механика,слева,передний привод,Да,бензин,Chevrolet,Spark,2500000
Семей,1996,минивэн,2.2,3190000,автомат,справа,полный привод,Да,газ-бензин,Honda,Odyssey,2100000
Алматы,2016,кроссовер,2.0,45000,автомат,слева,полный привод,Да,бензин,Lexus,RX 200t,20400000
Атырау,2009,универсал,1.6,205000,механика,слева,передний привод,Да,бензин,Chevrolet,Lacetti,2700000
Шымкент,2010,кроссовер,3.0,114000,типтроник,слева,полный привод,Да,бензин,BMW,X5,11000000
Алматы,1994,седан,2.0,3500,механика,слева,передний привод,Да,бензин,Mazda,Cronos,450000
Караганда,2012,седан,3.0,186000,робот,слева,полный привод,Да,бензин,Audi,A6,7800000
Кокшетау,1996,седан,4.2,333333,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,S 420,3800000
Алматы,2017,седан,2.5,81000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,11400000
Усть-Каменогорск,2009,седан,2.0,198000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz,C 200,5500000
Семей,1995,седан,2.5,150000,автомат,справа,задний привод,Да,газ-бензин,Toyota,Cresta,2100000
Атырау,2015,седан,2.0,100000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,8400000
Уральск,2009,седан,4.4,180,типтроник,слева,задний привод,Да,бензин,BMW,750,6200000
